# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  106       4.372140823730e-10       1.149428147785e-13      -3.686681422038e-12       0.000000000000e+00       6.169639247872e-12       1.235163525267e-12      -6.554776246608e-15 
  107       4.421973170720e-10       1.170219025205e-13      -3.782799022258e-12       0.000000000000e+00       6.008627218959e-12       1.214194960385e-12      -6.499552249160e-15 
  108       4.472056546228e-10       1.190808845645e-13      -3.878939033312e-12       0.000000000000e+00       5.852926946377e-12       1.193753167520e-12      -6.443167229080e-15 
  109       4.522379622859e-10       1.211178638538e-13      -3.975032454868e-12       0.000000000000e+00       5.702057187181e-12       1.173777800685e-12      -6.386157893155e-15 
  110       4.572931573967e-10       1.231309669099e-13      -4.071009974804e-12       0.000000000000e+00       5.555575789758e-12       1.154214378225e-12      -6.329004590370e-15 
  111       4.623709036636e-10       1.251184894189e-13      -4.166804525525e-12       0.000000000000e+00       5.413418973401e-12       1.135060001575e-12      -6.271851383611e-15 
  112       4.674709939955e-10       1.270787700078e-13      -4.262349078916e-12       0.000000000000e+00       5.275602087440e-12       1.116323057492e-12      -6.214751193892e-15 
  113       4.725931320088e-10       1.290101465235e-13      -4.357575886515e-12       0.000000000000e+00       5.142114181244e-12       1.098009028998e-12      -6.157751568700e-15 
  114       4.777369286632e-10       1.309109568306e-13      -4.452416499535e-12       0.000000000000e+00       5.012917155322e-12       1.080120394657e-12      -6.100894450483e-15 
  115       4.829018988975e-10       1.327795396098e-13      -4.546801788888e-12       0.000000000000e+00       4.887944912429e-12       1.062656527867e-12      -6.044215945135e-15 
  116       4.880874582653e-10       1.346142351553e-13      -4.640661965207e-12       0.000000000000e+00       4.767102508676e-12       1.045613596149e-12      -5.987746090484e-15 
  117       4.932929195703e-10       1.364133861732e-13      -4.733926598869e-12       0.000000000000e+00       4.650265304631e-12       1.028984460430e-12      -5.931508624779e-15 
  118       4.985174895026e-10       1.381753385793e-13      -4.826524640017e-12       0.000000000000e+00       4.537278116425e-12       1.012758574333e-12      -5.875520755176e-15 
  119       5.037602652741e-10       1.398984422972e-13      -4.918384438586e-12       0.000000000000e+00       4.427954366863e-12       9.969218834650e-13      -5.819792926226e-15 
  120       5.090202312540e-10       1.415810520560e-13      -5.009433764318e-12       0.000000000000e+00       4.322075236520e-12       9.814567247001e-13      -5.764328588361e-15 
  121       5.142962556051e-10       1.432215281886e-13      -5.099599826795e-12       0.000000000000e+00       4.219388814857e-12       9.663417254710e-13      -5.709123966380e-15 
  122       5.195870869188e-10       1.448182374292e-13      -5.188809295454e-12       0.000000000000e+00       4.119609251318e-12       9.515517030543e-13      -5.654167827936e-15 
  123       5.248915127569e-10       1.463696002267e-13      -5.276989045990e-12       0.000000000000e+00       4.022477446499e-12       9.370635467139e-13      -5.599442555248e-15 
  124       5.302088630634e-10       1.478742371362e-13      -5.364068454002e-12       0.000000000000e+00       3.927952828624e-12       9.228748438123e-13      -5.544927992764e-15 
  125       5.355385585145e-10       1.493308408273e-13      -5.449977403808e-12       0.000000000000e+00       3.836042111493e-12       9.089872136651e-13      -5.490597607279e-15 
  126       5.408799517242e-10       1.507381322274e-13      -5.534645611137e-12       0.000000000000e+00       3.746739366805e-12       8.954004632544e-13      -5.436417005315e-15 
  127       5.462323251536e-10       1.520948616857e-13      -5.618002648874e-12       0.000000000000e+00       3.660025659453e-12       8.821125335888e-13      -5.382343711869e-15 
  128       5.515948890209e-10       1.533998101371e-13      -5.699977972789e-12       0.000000000000e+00       3.575868682815e-12       8.691194460623e-13      -5.328326949145e-15 
  129       5.569667792104e-10       1.546517902663e-13      -5.780500947282e-12       0.000000000000e+00       3.494222394045e-12       8.564152488135e-13      -5.274307415303e-15 
  130       5.623470551825e-10       1.558496476716e-13      -5.859500871118e-12       0.000000000000e+00       3.415026649366e-12       8.439919630853e-13      -5.220217063192e-15 
  131       5.677346978830e-10       1.569922620289e-13      -5.936907003162e-12       0.000000000000e+00       3.338206839362e-12       8.318395295837e-13      -5.165978879095e-15 
  132       5.731286076529e-10       1.580785482555e-13      -6.012648588122e-12       0.000000000000e+00       3.263673524267e-12       8.199457548373e-13      -5.111506661467e-15 
  133       5.785276021376e-10       1.591074576744e-13      -6.086654882282e-12       0.000000000000e+00       3.191322069261e-12       8.082962575566e-13      -5.056704799677e-15 
  134       5.839304141966e-10       1.600779791776e-13      -6.158855179244e-12       0.000000000000e+00       3.121032279757e-12       7.968744149931e-13      -5.001468052746e-15 
  135       5.893356898134e-10       1.609891403908e-13      -6.229178835662e-12       0.000000000000e+00       3.052668036698e-12       7.856613092988e-13      -4.945681328090e-15 
  136       5.947419860044e-10       1.618400088367e-13      -6.297555296980e-12       0.000000000000e+00       2.986076931843e-12       7.746356738851e-13      -4.889219460258e-15 
  137       6.001479075885e-10       1.626297323864e-13      -6.363914923294e-12       0.000000000000e+00       2.921122069161e-12       7.637789143946e-13      -4.831983608885e-15 
  138       6.055525378930e-10       1.633576628728e-13      -6.428191508883e-12       0.000000000000e+00       2.857781955037e-12       7.530908715525e-13      -4.774015171750e-15 
  139       6.109550488603e-10       1.640232475350e-13      -6.490320073412e-12       0.000000000000e+00       2.796060301240e-12       7.425755953300e-13      -4.715393294706e-15 
  140       6.163545649900e-10       1.646259922788e-13      -6.550236115729e-12       0.000000000000e+00       2.735954627228e-12       7.322363954548e-13      -4.656199321189e-15 
  141       6.217501621293e-10       1.651654630905e-13      -6.607875644685e-12       0.000000000000e+00       2.677456099605e-12       7.220758199799e-13      -4.596516803389e-15 
  142       6.271408662642e-10       1.656412874499e-13      -6.663175209948e-12       0.000000000000e+00       2.620549371577e-12       7.120956338522e-13      -4.536431513420e-15 
  143       6.325256523106e-10       1.660531557436e-13      -6.716071932823e-12       0.000000000000e+00       2.565212422406e-12       7.022967974812e-13      -4.476031454486e-15 
  144       6.379034429046e-10       1.664008226782e-13      -6.766503537063e-12       0.000000000000e+00       2.511416396872e-12       6.926794453082e-13      -4.415406872056e-15 
