# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  104       4.150278722364e-10       1.001677166049e-13      -3.381662518621e-12       0.000000000000e+00       6.190965611447e-12       1.273065561506e-12      -6.219171081999e-15 
  105       4.197592292835e-10       1.020273028885e-13      -3.470789330629e-12       0.000000000000e+00       6.027050227595e-12       1.250945375588e-12      -6.168504419069e-15 
  106       4.245120632518e-10       1.038695221175e-13      -3.559912322842e-12       0.000000000000e+00       5.868896525943e-12       1.229437393345e-12      -6.115880328180e-15 
  107       4.292855284900e-10       1.056926836892e-13      -3.648966348607e-12       0.000000000000e+00       5.716173744620e-12       1.208499945867e-12      -6.061744909850e-15 
  108       4.340786272387e-10       1.074950785766e-13      -3.737885310765e-12       0.000000000000e+00       5.568488892453e-12       1.188083289083e-12      -6.006573720980e-15 
  109       4.388902044120e-10       1.092749797145e-13      -3.826602177396e-12       0.000000000000e+00       5.425384931128e-12       1.168129364073e-12      -5.950872373692e-15 
  110       4.437191534627e-10       1.110306852503e-13      -3.915049738535e-12       0.000000000000e+00       5.286441958617e-12       1.148585724222e-12      -5.895093309247e-15 
  111       4.485650751121e-10       1.127606537610e-13      -4.003162952625e-12       0.000000000000e+00       5.151599377161e-12       1.129449856673e-12      -5.839372729388e-15 
  112       4.534276935513e-10       1.144633871435e-13      -4.090876931213e-12       0.000000000000e+00       5.020871745641e-12       1.110730110886e-12      -5.783760961979e-15 
  113       4.583066497874e-10       1.161373900949e-13      -4.178126247574e-12       0.000000000000e+00       4.894248667646e-12       1.092431939540e-12      -5.728303053950e-15 
  114       4.632014985010e-10       1.177811709193e-13      -4.264844959735e-12       0.000000000000e+00       4.771693985926e-12       1.074557798076e-12      -5.673038546306e-15 
  115       4.681117049029e-10       1.193932423351e-13      -4.350966633496e-12       0.000000000000e+00       4.653144976842e-12       1.057107044244e-12      -5.618001249130e-15 
  116       4.730366415910e-10       1.209721222823e-13      -4.436424365452e-12       0.000000000000e+00       4.538511544819e-12       1.040075837642e-12      -5.563219016596e-15 
  117       4.779755854074e-10       1.225163347293e-13      -4.521150806019e-12       0.000000000000e+00       4.427675416805e-12       1.023457039265e-12      -5.508713521970e-15 
  118       4.829277142953e-10       1.240244104806e-13      -4.605078182450e-12       0.000000000000e+00       4.320489336718e-12       1.007240111048e-12      -5.454500032625e-15 
  119       4.878921041556e-10       1.254948879837e-13      -4.688138321864e-12       0.000000000000e+00       4.216776259901e-12       9.914110154076e-13      -5.400587185039e-15 
  120       4.928677257044e-10       1.269263141363e-13      -4.770262674264e-12       0.000000000000e+00       4.116328547579e-12       9.759521147884e-13      -5.346976759812e-15 
  121       4.978534413296e-10       1.283172450936e-13      -4.851382335562e-12       0.000000000000e+00       4.018907161303e-12       9.608420712073e-13      -5.293663456665e-15 
  122       5.028480019479e-10       1.296662470753e-13      -4.931428070601e-12       0.000000000000e+00       3.924240857416e-12       9.460557457962e-13      -5.240634669451e-15 
  123       5.078501986152e-10       1.309719394861e-13      -5.010330978486e-12       0.000000000000e+00       3.832083783643e-12       9.315700716726e-13      -5.187871900446e-15 
  124       5.128593437755e-10       1.322331281655e-13      -5.088024526106e-12       0.000000000000e+00       3.742397477031e-12       9.173826504757e-13      -5.135355666437e-15 
  125       5.178748396331e-10       1.334486890384e-13      -5.164442792701e-12       0.000000000000e+00       3.655188353521e-12       9.034951128661e-13      -5.083060734860e-15 
  126       5.228960264448e-10       1.346175283016e-13      -5.239519876266e-12       0.000000000000e+00       3.570450836032e-12       8.899072836462e-13      -5.030954325088e-15 
  127       5.279221805951e-10       1.357385835638e-13      -5.313189921627e-12       0.000000000000e+00       3.488167008408e-12       8.766171283013e-13      -4.978995896337e-15 
  128       5.329525126700e-10       1.368108249857e-13      -5.385387148514e-12       0.000000000000e+00       3.408306269376e-12       8.636206995410e-13      -4.927136935570e-15 
  129       5.379861655322e-10       1.378332564202e-13      -5.456045879640e-12       0.000000000000e+00       3.330824986490e-12       8.509120838400e-13      -4.875320745399e-15 
  130       5.430222123950e-10       1.388049165526e-13      -5.525100568776e-12       0.000000000000e+00       3.255666150087e-12       8.384833479797e-13      -4.823482231995e-15 
  131       5.480596548972e-10       1.397248800401e-13      -5.592485828826e-12       0.000000000000e+00       3.182759027233e-12       8.263244855891e-13      -4.771547692990e-15 
  132       5.530974211774e-10       1.405922586530e-13      -5.658136459906e-12       0.000000000000e+00       3.112018815678e-12       8.144233636861e-13      -4.719434605382e-15 
  133       5.581343639487e-10       1.414062024136e-13      -5.721987477416e-12       0.000000000000e+00       3.043346297804e-12       8.027656692187e-13      -4.667051413440e-15 
