# k [1/Mpc]   d_b d_idm_drmd  d_ncdm[0] 
2.713841732911425469e-02 2.916210699477927847e+03 2.928636424837312461e+03 2.928636203181754354e+03 1.361741003711076701e+02
2.728349836071035719e-02 2.934256963439698666e+03 2.946872597091340594e+03 2.946872371207142351e+03 1.359480866928616081e+02
2.742874578841357838e-02 2.952273538819500118e+03 2.965080637462575851e+03 2.965080407292386099e+03 1.357196637005403943e+02
2.757416326688169952e-02 2.970267711886612688e+03 2.983267488158207470e+03 2.983267253644156881e+03 1.354887887303225114e+02
2.771975454180937784e-02 2.988232561394195727e+03 3.001426581918473858e+03 3.001426343002197882e+03 1.352551236197829212e+02
2.786552345247473098e-02 3.006178122064692616e+03 3.019567474779673830e+03 3.019567231402261314e+03 1.350191841392288268e+02
2.801147393437347644e-02 3.024097662073500032e+03 3.037683657640212459e+03 3.037683409742224285e+03 1.347806043212412135e+02
2.815761002194417870e-02 3.041990778821609638e+03 3.055774809243034269e+03 3.055774556764492900e+03 1.345390469805601299e+02
2.830393585138843426e-02 3.059860243286885179e+03 3.073843598421682600e+03 3.073843341302075260e+03 1.342942179877601916e+02
2.845045566358983882e-02 3.077703757332774785e+03 3.091887812605965337e+03 3.091887550784203995e+03 1.340458626738965222e+02
2.859717380713587206e-02 3.095520922849697399e+03 3.109907094789946314e+03 3.109906828204393150e+03 1.337943641018032395e+02
2.874409474144708557e-02 3.113324338602227726e+03 3.127913278463854112e+03 3.127913007052292414e+03 1.335412133656560911e+02
2.889122304001805544e-02 3.131098833339748126e+03 3.145892184893363265e+03 3.145891908592974687e+03 1.332870133954881169e+02
2.903856339377497084e-02 3.148848872169849528e+03 3.163847916131112015e+03 3.163847634878526605e+03 1.330328278192900200e+02
2.918612061455476761e-02 3.166577473171037582e+03 3.181783351457348544e+03 3.181783065188578348e+03 1.327787907999969264e+02
2.933389963871118125e-02 3.184284127539307974e+03 3.199697907500259589e+03 3.199697616150701379e+03 1.325238279074308423e+02
2.948190553085322518e-02 3.201970403715401517e+03 3.217593381603844136e+03 3.217593085108288960e+03 1.322662222862427370e+02
2.963014348772191955e-02 3.219638058393773008e+03 3.235471193730526920e+03 3.235470892023119632e+03 1.320042533273103516e+02
2.977861884221143923e-02 3.237284375236188225e+03 3.253328884605586154e+03 3.253328577619844964e+03 1.317369071739460651e+02
2.992733706754115500e-02 3.254909714441810593e+03 3.271166790076968482e+03 3.271166477745751763e+03 1.314647139127276603e+02
3.007630378158533332e-02 3.272513800608204747e+03 3.288984632234251421e+03 3.288984314489768622e+03 1.311895585792296401e+02
3.022552475136773553e-02 3.290098102324780484e+03 3.306783788633243603e+03 3.306783465406978848e+03 1.309140705598566399e+02
3.037500589772862761e-02 3.307671943521477260e+03 3.324573139901734521e+03 3.324572811124524378e+03 1.306407758083693125e+02
3.052475330017218394e-02 3.325222651969443632e+03 3.342340748406300463e+03 3.342340414008268453e+03 1.303699946817412751e+02
3.067477320190274345e-02 3.342762753387961766e+03 3.360098545830929197e+03 3.360098205741479433e+03 1.301012190070721886e+02
3.082507201505869238e-02 3.360276810747706350e+03 3.377831648986818436e+03 3.377831303134601967e+03 1.298314920533138945e+02
3.097565632615346259e-02 3.377782657027333698e+03 3.395557269899826224e+03 3.395556918212787423e+03 1.295587213141619145e+02
3.112653290173344328e-02 3.395274091622834931e+03 3.413269449676856311e+03 3.413269092082136467e+03 1.292806878132474822e+02
3.127770869426328010e-02 3.412751270669148653e+03 3.430968399122462870e+03 3.430968035546448391e+03 1.289969628995558537e+02
3.142919084824963988e-02 3.430213435238134934e+03 3.448653221795689660e+03 3.448652852163945681e+03 1.287086657368246279e+02
3.158098670661507734e-02 3.447664082481031073e+03 3.466327651345899994e+03 3.466327275583179926e+03 1.284180090917874111e+02
3.173310381733437935e-02 3.465100050265554728e+03 3.483988370694632067e+03 3.483987988724888510e+03 1.281268866852941812e+02
3.188554994034642487e-02 3.482535954960505023e+03 3.501649385959687606e+03 3.501648997705978218e+03 1.278369793111996557e+02
3.203833305475546622e-02 3.499962539785898571e+03 3.519302030504377399e+03 3.519301635888908550e+03 1.275480188918017035e+02
3.219146136633638938e-02 3.517374486470422198e+03 3.536941079415502372e+03 3.536940678359570484e+03 1.272590682202421135e+02
3.234494331535960748e-02 3.534787393294517642e+03 3.554581710253034544e+03 3.554581302677023359e+03 1.269696969960130133e+02
3.249878758475195639e-02 3.552189142551362693e+03 3.572212057590797485e+03 3.572211643414145328e+03 1.266787303303146928e+02
3.265300310861107835e-02 3.569588006369496270e+03 3.589840293590357305e+03 3.589839872731547075e+03 1.263860803816077407e+02
3.280759908109187606e-02 3.586985161563421570e+03 3.607467405016001521e+03 3.607466977392529770e+03 1.260916085447094162e+02
3.296258496568467422e-02 3.604381782368777294e+03 3.625094729900594757e+03 3.625094295428931218e+03 1.257951971939864109e+02
3.311797050490603023e-02 3.621775171613051498e+03 3.642719624499679412e+03 3.642719183095264270e+03 1.254965979227029180e+02
3.327376573042432201e-02 3.639169257596003717e+03 3.660345776315260082e+03 3.660345327892448950e+03 1.251960136888294528e+02
3.342998097364388577e-02 3.656568122714321362e+03 3.677977325074126384e+03 3.677976869546187572e+03 1.248941510481832040e+02
3.358662687677271830e-02 3.673973652841468265e+03 3.695616039261591141e+03 3.695615576540650636e+03 1.245921328576431364e+02
3.374371440440052800e-02 3.691378720709234585e+03 3.713254964472920619e+03 3.713254494469949350e+03 1.242908876611798235e+02
3.390125485561566038e-02 3.708788596737745593e+03 3.730899485888163326e+03 3.730899008512968066e+03 1.239911846338952444e+02
3.405925987669126964e-02 3.726213393235800140e+03 3.748559022931473464e+03 3.748558538092568142e+03 1.236927750249442539e+02
3.421774147437307151e-02 3.743642886876496505e+03 3.766224156949121152e+03 3.766223664553823255e+03 1.233935590620768181e+02
3.437671202980322610e-02 3.761085752603505171e+03 3.783902976285004570e+03 3.783902476239284169e+03 1.230914298741345902e+02
3.453618431311727965e-02 3.778539578814587003e+03 3.801593331262080483e+03 3.801592823470561143e+03 1.227844410597991214e+02
3.469617149875352941e-02 3.796007135472762002e+03 3.819297889338633922e+03 3.819297373704598613e+03 1.224723470257125655e+02
3.485668718151686135e-02 3.813502897396436765e+03 3.837030572530649351e+03 3.837030048955943130e+03 1.221572017855417727e+02
3.501774539344214981e-02 3.831016415021755165e+03 3.854781415881983321e+03 3.854780884266926023e+03 1.218416594988240007e+02
3.517936062150531923e-02 3.848543412358500973e+03 3.872546521783429398e+03 3.872545982026871116e+03 1.215286130493790751e+02
3.534154782623377677e-02 3.866096471999084770e+03 3.890337775379377035e+03 3.890337227378609896e+03 1.212200109085492983e+02
3.550432246127133151e-02 3.883673999233607447e+03 3.908153703441358630e+03 3.908153147092041308e+03 1.209150728670530413e+02
3.566770049395698999e-02 3.901279147729394481e+03 3.925997682687490851e+03 3.925997117883589453e+03 1.206111429257974805e+02
3.583169842698111229e-02 3.918919794140268095e+03 3.943877104749998580e+03 3.943876531383793008e+03 1.203049663576644406e+02
3.599633332118735290e-02 3.936585784691404115e+03 3.961782308774489593e+03 3.961781726736460314e+03 1.199937131512640889e+02
3.616162281959351549e-02 3.954287383387300906e+03 3.979723151959691677e+03 3.979722561138455603e+03 1.196772565419244785e+02
3.632758517271039711e-02 3.972027556426727642e+03 3.997702674731993739e+03 3.997702075014304683e+03 1.193573765185158777e+02
3.649423926524336670e-02 3.989806682889858166e+03 4.015721261679149848e+03 4.015720652949724808e+03 1.190368317565749550e+02
3.666160464426802823e-02 4.007632128695518077e+03 4.033786158639210498e+03 4.033785540780746032e+03 1.187181554532982233e+02
3.682970154897858422e-02 4.025505047364046732e+03 4.051898463207657642e+03 4.051897836100715267e+03 1.184022083675173320e+02
3.699855094211485645e-02 4.043419268941464452e+03 4.070052205153081559e+03 4.070051568676072748e+03 1.180880363424548420e+02
3.716817454318282338e-02 4.061389618761440488e+03 4.088261856527539294e+03 4.088261210556530386e+03 1.177743661600106719e+02
3.733859486359223517e-02 4.079411996650785113e+03 4.106523612303997652e+03 4.106522956712735322e+03 1.174593768474496756e+02
3.750983524384531032e-02 4.097492853882617965e+03 4.124843579211017641e+03 4.124842913870787925e+03 1.171420727417493453e+02
3.768191989292123123e-02 4.115628364062111359e+03 4.143218238217630642e+03 4.143217562997155255e+03 1.168217524370621874e+02
3.785487393001329276e-02 4.133837891714374564e+03 4.161666431666317294e+03 4.161665746431658590e+03 1.164987448631875111e+02
3.802872342878856754e-02 4.152114483008816933e+03 4.180181460516944753e+03 4.180180765131467524e+03 1.161730449302304891e+02
3.820349546435460042e-02 4.170455265758968380e+03 4.198760612616284561e+03 4.198759906940459587e+03 1.158453985806714002e+02
3.837921816313318718e-02 4.188885603823573547e+03 4.217428645124461582e+03 4.217427929015753762e+03 1.155180538325478921e+02
3.855592075585893841e-02 4.207386562152260922e+03 4.236167081325446816e+03 4.236166354638300618e+03 1.151923424737370283e+02
3.873363363393931419e-02 4.225974646392650357e+03 4.254992148482436278e+03 4.254991411068011985e+03 1.148697945919491303e+02
3.891238840943379851e-02 4.244644171923334397e+03 4.273898343156365627e+03 4.273897594862483857e+03 1.145495546918169651e+02
3.909221797893339123e-02 4.263411791367514525e+03 4.292902007884399609e+03 4.292901248555375787e+03 1.142294108947493214e+02
3.927315659164683920e-02 4.282279949269392091e+03 4.312005571992783189e+03 4.312004801469289305e+03 1.139059675548124204e+02
3.945523992202867175e-02 4.301245216005851034e+03 4.331205861179540079e+03 4.331205079298433702e+03 1.135768537281836643e+02
3.963850514731516450e-02 4.320319310321276134e+03 4.350514147174698337e+03 4.350513353768908928e+03 1.132428268887508409e+02
3.982299103036925775e-02 4.339516195746347876e+03 4.369944050705227710e+03 4.369943245603456489e+03 1.129074492308799336e+02
4.000873800827372401e-02 4.358816553152003507e+03 4.389477100653046364e+03 4.389476283679709013e+03 1.125743637801744512e+02
4.019578828715480306e-02 4.378247707649038603e+03 4.409140249951248734e+03 4.409139420926213461e+03 1.122466540762966929e+02
4.038418594376586013e-02 4.397810401161304071e+03 4.428933616774734219e+03 4.428932775513106208e+03 1.119232270433473673e+02
4.057397703441357334e-02 4.417506582797748706e+03 4.448859898861547663e+03 4.448859045173479899e+03 1.116000159500410405e+02
4.076520971186810977e-02 4.437345431191562966e+03 4.468927650427901426e+03 4.468926784118341857e+03 1.112725580631841780e+02
4.095793435096471702e-02 4.457336777277731017e+03 4.489146664605183105e+03 4.489145785473633623e+03 1.109387659265867825e+02
4.115220368367745324e-02 4.477493738628390020e+03 4.509529626562592966e+03 4.509528734402763803e+03 1.106002674556046088e+02
4.134807294452860771e-02 4.497800059041129316e+03 4.530061711039047623e+03 4.530060805638710917e+03 1.102604356000227455e+02
4.154560002728961698e-02 4.518290561380953477e+03 4.550776059568484925e+03 4.550775140709080915e+03 1.099235044613200216e+02
4.174484565403308034e-02 4.538958119385617465e+03 4.571666127854356091e+03 4.571665195310696618e+03 1.095901825755893242e+02
4.194587355771259296e-02 4.559813159218664623e+03 4.592742289359070128e+03 4.592741342898986659e+03 1.092588576235724673e+02
4.214875067957856575e-02 4.580868106306676054e+03 4.614016779863211013e+03 4.614015819247176296e+03 1.089267712748888641e+02
4.235354738288705373e-02 4.602144549737731722e+03 4.635510427062087729e+03 4.635509452042859266e+03 1.085918853953762806e+02
4.256033768452669591e-02 4.623624590711803648e+03 4.657206620020984701e+03 4.657205630343124540e+03 1.082524471154844434e+02
4.276919950637933510e-02 4.645332812756754720e+03 4.679129253229570168e+03 4.679128248629047448e+03 1.079086819549699072e+02
4.298021494844619234e-02 4.667282370002822972e+03 4.701291036688748136e+03 4.701290016892482527e+03 1.075615896636982001e+02
4.319347058601730877e-02 4.689498064971843633e+03 4.723716224726483233e+03 4.723715189451718288e+03 1.072137889420170040e+02
4.340905779344198662e-02 4.711956286242335409e+03 4.746382778655397487e+03 4.746381727609268637e+03 1.068676715750387132e+02
4.362707309737804545e-02 4.734705136041641708e+03 4.769337355823800863e+03 4.769336288702628735e+03 1.065259073735889075e+02
4.384761856276330610e-02 4.757742824538662717e+03 4.792578232304957055e+03 4.792577148793684501e+03 1.061864511895620211e+02
4.407080221517247626e-02 4.781097500253271392e+03 4.816132669442492443e+03 4.816131569213920557e+03 1.058445936962841074e+02
4.429673850370429572e-02 4.804760803324114931e+03 4.839994040092834439e+03 4.839992922806935894e+03 1.054954065987476639e+02
4.452554880909907753e-02 4.828768077082196214e+03 4.864196149605601022e+03 4.864195014908642406e+03 1.051398414305071469e+02
4.475736200242706742e-02 4.853128616221131779e+03 4.888748402396849997e+03 4.888747249920566901e+03 1.047835467243333483e+02
4.499231506042952050e-02 4.877872803824005132e+03 4.913680700517366859e+03 4.913679529877971618e+03 1.044326007074950411e+02
4.523055374445369980e-02 4.903007479954671908e+03 4.939000588015393078e+03 4.938999398812511572e+03 1.040863677683616260e+02
4.547223335092263896e-02 4.928554430199851595e+03 4.964728951754412265e+03 4.964727743570090752e+03 1.037377430264469922e+02
4.571751954244576005e-02 4.954551010897469496e+03 4.990902846120180584e+03 4.990901618517465977e+03 1.033798257653917290e+02
4.596658927003843820e-02 4.981003487581447189e+03 5.017528413583162546e+03 5.017527166104870957e+03 1.030123256133633447e+02
4.621963179851525799e-02 5.007942563693279226e+03 5.044636791574060226e+03 5.044635523741284487e+03 1.026427626252344396e+02
4.647684984899859428e-02 5.035416348513232151e+03 5.072274426406089333e+03 5.072273137716572819e+03 1.022786064235810670e+02
4.673846087469710892e-02 5.063415541464539274e+03 5.100433193197993205e+03 5.100431883124375418e+03 1.019190978434315866e+02
4.700469848872573797e-02 5.092011283672392892e+03 5.129182966891562501e+03 5.129181634879453668e+03 1.015593162990580822e+02
4.727581406584337870e-02 5.121224699061799583e+03 5.158544477402330813e+03 5.158543122868105456e+03 1.011938552994949418e+02
4.755207854367964754e-02 5.151082131549714177e+03 5.188545004632404016e+03 5.188543626960909023e+03 1.008210928716804915e+02
4.783378445343441226e-02 5.181634475380166805e+03 5.219233329703636628e+03 5.219231928245530071e+03 1.004425740539973901e+02
4.812124821532108576e-02 5.212926650978219186e+03 5.250655000950974681e+03 5.250653575019815435e+03 1.000620407377040522e+02
4.841481274038218069e-02 5.244999173783960941e+03 5.282849458448402402e+03 5.282848007317472366e+03 9.968377369570281132e+01
4.871485038797886830e-02 5.277922402445119587e+03 5.315887057152815942e+03 5.315885580051352918e+03 9.930693204011178921e+01
4.902176633755044727e-02 5.311732611853432900e+03 5.349803192914198917e+03 5.349801689023623112e+03 9.892223355795563577e+01
4.933600244454244832e-02 5.346502427327751320e+03 5.384670050611635816e+03 5.384668519060722247e+03 9.852540697563590300e+01
4.965804166419941074e-02 5.382290331910883651e+03 5.420545333723092881e+03 5.420543773583219263e+03 9.812628720174053853e+01
4.998841314383035278e-02 5.419180674397070106e+03 5.457512653136474910e+03 5.457511063415633544e+03 9.773483887707467943e+01
5.032769810496729584e-02 5.457253016489753463e+03 5.495650831567474597e+03 5.495649211203878622e+03 9.734081663060365486e+01
5.067653666255722555e-02 5.496593899381015945e+03 5.535045426640630467e+03 5.535043774495346952e+03 9.692825627030012470e+01
5.103563576024428700e-02 5.537315581958465373e+03 5.575807248718049777e+03 5.575805563566660567e+03 9.650434409460687846e+01
5.140577844057066942e-02 5.579509255988880795e+03 5.618027778119479080e+03 5.618026058642372845e+03 9.608664533538996011e+01
5.178783471868913385e-02 5.623314701365391556e+03 5.661844188501421741e+03 5.661842433272933704e+03 9.567219592713513521e+01
5.218277439070105606e-02 5.668872428310956820e+03 5.707395697340737570e+03 5.707393904816338363e+03 9.524601132871015352e+01
5.259168218658213934e-02 5.716315822974264847e+03 5.754815148465899256e+03 5.754813316967673018e+03 9.480510848241138433e+01
5.301577577745426872e-02 5.765832742735144166e+03 5.804288059175120907e+03 5.804286186874631312e+03 9.435717509713938966e+01
5.345642727366427260e-02 5.817621581416618028e+03 5.856010754124793493e+03 5.856008839023149449e+03 9.390943717839280680e+01
5.391518901138751124e-02 5.871892520997786960e+03 5.910191509242788925e+03 5.910189549147406979e+03 9.344837427321701284e+01
5.439382463101181259e-02 5.928917585710308231e+03 5.967099737568094497e+03 5.967097730065070209e+03 9.296838762984344839e+01
5.489434671253728276e-02 5.988948398549709054e+03 6.026984765993290239e+03 6.026982708414982881e+03 9.249637858139257673e+01
5.541906256643638895e-02 6.052348813008268735e+03 6.090207347360875247e+03 6.090205236746712217e+03 9.200738641359451719e+01
5.597063019993416683e-02 6.119475486793418895e+03 6.157120835291533695e+03 6.157118668341931880e+03 9.148693809446423586e+01
5.655212700630639355e-02 6.190757297771975573e+03 6.228149904516377319e+03 6.228147677536509036e+03 9.096781839412219028e+01
5.716713437288545308e-02 6.266721777051513527e+03 6.303817311808045815e+03 6.303815020640026887e+03 9.042344032608757232e+01
5.781984217307584162e-02 6.347937949424804174e+03 6.384688864310924146e+03 6.384686504251286351e+03 8.985907511492170840e+01
5.851517796564036783e-02 6.435076619431466497e+03 6.471429567557988776e+03 6.471427133256761408e+03 8.928394358112335283e+01
5.925896656036436227e-02 6.528954448935644905e+03 6.564850449750420921e+03 6.564847935086971120e+03 8.866584852612210454e+01
6.005812614970208740e-02 6.630496375272401565e+03 6.665870985853574894e+03 6.665868383783966237e+03 8.804750432017195294e+01
6.092090685040016385e-02 6.740778999787799876e+03 6.775562521825028853e+03 6.775559824193502209e+03 8.736044719506847400e+01
6.185717501312049116e-02 6.861074740782621120e+03 6.895192617316982250e+03 6.895189814623723578e+03 8.665226527291508773e+01
6.287873963641078812e-02 6.992851004266145537e+03 7.026225955441707811e+03 7.026223036558902095e+03 8.589436398229231884e+01
6.399970123299759950e-02 7.137720613368332124e+03 7.170277887363068658e+03 7.170274839192656145e+03 8.506793873202821032e+01
6.523677100106532734e-02 7.297484098747805547e+03 7.329158650083189059e+03 7.329155457155049589e+03 8.418484520407164950e+01
6.660944801086061962e-02 7.474052985294141763e+03 7.504798350812699027e+03 7.504794994837012382e+03 8.321140596553476598e+01
6.813984269073103395e-02 7.669048508668189243e+03 7.698866158792397982e+03 7.698862618207221203e+03 8.212758194541397927e+01
6.985179850726988549e-02 7.883616365155018684e+03 7.912584019327350688e+03 7.912580268933068510e+03 8.090383151106200899e+01
7.176884558694940353e-02 8.117692804720432832e+03 8.146013707050589801e+03 8.146009717893440211e+03 7.951139459527306030e+01
7.391059310114178604e-02 8.369220040365802561e+03 8.397283579987688427e+03 8.397279319728293558e+03 7.792542587208225768e+01
7.407407407407406996e-02 8.387920646530021259e+03 8.415987044199871889e+03 8.415982763071013323e+03 7.780545392740378929e+01
7.628773663094788604e-02 8.633320522069234357e+03 8.661765711924666903e+03 8.661761145926679092e+03 7.610432749307450706e+01
7.889708976547629704e-02 8.902098765831418859e+03 8.931848417104567488e+03 8.931843510312230137e+03 7.404259339802041495e+01
8.171929203561517641e-02 9.165592900370158532e+03 9.197826968552195467e+03 9.197821687849576847e+03 7.172459030922375689e+01
8.472143238664139875e-02 9.414055926218907189e+03 9.450096836876800808e+03 9.450091153249617491e+03 6.919772426097283358e+01
8.786399496697006040e-02 9.640784075880039381e+03 9.681906134023847699e+03 9.681900023850495927e+03 6.650717540910005710e+01
9.110863202812168049e-02 9.844168926157606620e+03 9.891379594737953084e+03 9.891373039978114321e+03 6.375105471681004587e+01
9.442335187062091129e-02 1.002817848996789144e+04 1.008203013347048727e+04 1.008202312102950054e+04 6.100424405896300328e+01
9.778420071264828928e-02 1.020139504908933304e+04 1.026186676620383696e+04 1.026185928694338691e+04 5.836412295715140175e+01
1.011745370577697006e-01 1.037514163313265999e+04 1.044161051353297080e+04 1.044160256128904439e+04 5.590074360376276985e+01
1.045833628762903172e-01 1.056136382713072089e+04 1.063266171200661302e+04 1.063265328277836124e+04 5.366460337145252169e+01
1.080036408487814736e-01 1.077070142692521949e+04 1.084524203551888422e+04 1.084523312686976715e+04 5.168114413432764565e+01
1.114309589758553237e-01 1.101088199923916545e+04 1.108684012009057187e+04 1.108683073071641593e+04 4.995834568635988404e+01
1.148625860319575365e-01 1.128561963609043050e+04 1.136114014073317230e+04 1.136113027017091008e+04 4.848319571179550280e+01
1.182968443449820550e-01 1.159420395287225256e+04 1.166760897321931770e+04 1.166759862163704383e+04 4.722225926036092858e+01
1.217327082058246024e-01 1.193157742826667709e+04 1.200155215116094041e+04 1.200154131921778753e+04 4.613823596396012050e+01
1.251695522226254076e-01 1.228890825647027123e+04 1.235464430447254381e+04 1.235463299321712475e+04 4.516979673603728429e+01
1.286069956512821688e-01 1.265463582494921502e+04 1.271591557642564476e+04 1.271590378721874367e+04 4.426901971048573614e+01
1.320448068398200059e-01 1.301583724017128043e+04 1.307305095266839271e+04 1.307303868712779695e+04 4.338589879749093825e+01
1.354828448455977497e-01 1.335969994595870958e+04 1.341379569394426471e+04 1.341378295390304083e+04 4.248325431245801553e+01
1.389210238643016349e-01 1.367499948280957324e+04 1.372737265239218868e+04 1.372735943985924132e+04 4.154111050121233006e+01
1.423592915937629544e-01 1.395336224436555676e+04 1.400569816390197593e+04 1.400568448103770061e+04 4.053523518465653552e+01
1.457976160865596393e-01 1.419015397880546334e+04 1.424424236143187591e+04 1.424422821052579275e+04 3.946761764168903852e+01
1.492359777652298714e-01 1.438493164558215358e+04 1.444247372141720007e+04 1.444245910486347748e+04 3.834230655510422281e+01
1.526743645741212574e-01 1.454137576333449397e+04 1.460380535918791611e+04 1.460379027946852693e+04 3.718150237383564871e+01
1.561127690358586340e-01 1.466682696500750535e+04 1.473516395059613387e+04 1.473514841027327930e+04 3.601133332080048888e+01
1.595511864639602151e-01 1.477137606874376252e+04 1.484612848819002647e+04 1.484611248988673287e+04 3.485559739394081191e+01
1.629896138771592395e-01 1.486675062958982562e+04 1.494787267916475867e+04 1.494785622555517693e+04 3.374394458190953117e+01
1.664280493396045890e-01 1.496505423260395219e+04 1.505196387965470967e+04 1.505194697345485656e+04 3.269158661822554990e+01
1.698664915595559377e-01 1.507749450911952408e+04 1.516914579390694416e+04 1.516912843786700250e+04 3.172379931548936938e+01
1.733049396450059287e-01 1.521319881394937147e+04 1.530820131802614378e+04 1.530818351492122201e+04 3.085017860709525905e+01
1.767433929545991766e-01 1.537834048487243672e+04 1.547511017619537233e+04 1.547509192882033130e+04 3.007228708422448804e+01
1.801818510064493728e-01 1.557559411445278602e+04 1.567251846115343687e+04 1.567249977231505909e+04 2.938722378360555254e+01
1.836203134221569278e-01 1.580397835695081449e+04 1.589957892931916649e+04 1.589955980183244355e+04 2.878359498911632741e+01
1.870587798922503098e-01 1.605908435635751266e+04 1.615215998894614859e+04 1.615214042562702161e+04 2.825383310591005070e+01
1.904972501546846608e-01 1.633367774117909357e+04 1.642341480970676275e+04 1.642339481337118923e+04 2.777156168816354764e+01
1.939357239813162548e-01 1.661862860634858953e+04 1.670466538889392177e+04 1.670464496235567640e+04 2.732274105449443269e+01
1.973742011692636300e-01 1.690596625695941839e+04 1.698839807313174242e+04 1.698837721919016622e+04 2.689275514778809040e+01
2.008126815352761219e-01 1.718330343127084416e+04 1.726267912701343084e+04 1.726265784846266251e+04 2.645971655475771556e+01
2.042511649119649608e-01 1.744150597328244839e+04 1.751874308128185658e+04 1.751872138089847067e+04 2.601628472939247771e+01
2.076896511451984395e-01 1.767350017185227625e+04 1.774977427859939780e+04 1.774975215914701403e+04 2.554713145451167833e+01
2.111281400922330465e-01 1.787504879188826817e+04 1.795166416051762644e+04 1.795164162474186742e+04 2.505843678843008249e+01
2.145666316203181934e-01 1.804493776521445761e+04 1.812319894149584798e+04 1.812317599212763525e+04 2.454551758663496486e+01
2.180051256056127762e-01 1.818528568146229372e+04 1.826635872205424312e+04 1.826633536179695875e+04 2.401062961164743825e+01
2.214436219323115407e-01 1.830069998054102689e+04 1.838551059758197516e+04 1.838548682912105869e+04 2.346695129322992202e+01
2.248821204919189687e-01 1.839777420617100870e+04 1.848692546591899008e+04 1.848690129191574670e+04 2.292138908985475609e+01
2.283206211826294407e-01 1.848412260424973283e+04 1.857785320991495973e+04 1.857782863301155885e+04 2.238978016524797354e+01
2.317591239087873622e-01 1.856770078480636221e+04 1.866587665006196403e+04 1.866585167286975411e+04 2.187075317059358071e+01
2.351976285804103783e-01 1.865591895629066494e+04 1.875807009133523752e+04 1.875804471644547812e+04 2.137524429369791790e+01
2.386361351127629371e-01 1.875544948257647047e+04 1.886082404681318803e+04 1.886079827679251321e+04 2.091254497717929084e+01
2.420746434259721802e-01 1.887141836570378655e+04 1.897907336701157328e+04 1.897904720440197343e+04 2.048266516936728010e+01
2.455131534446793884e-01 1.900719154487930791e+04 1.911609246423970399e+04 1.911606591155814021e+04 2.009030100429262333e+01
2.489516650977230683e-01 1.916406675841969991e+04 1.927318839686335559e+04 1.927316145659681570e+04 1.972983282165531449e+01
2.523901783178489899e-01 1.934105680673260213e+04 1.944948227080287324e+04 1.944945494540598156e+04 1.940168047652030126e+01
2.558286930414446214e-01 1.953507828607380361e+04 1.964207885950974378e+04 1.964205115142435898e+04 1.909797864929665323e+01
2.592672092082953794e-01 1.974127160464346889e+04 1.984636569689352109e+04 1.984633760853083368e+04 1.881472194569036915e+01
2.627057267613603919e-01 1.995364525210485954e+04 2.005662937915727525e+04 2.005660091289988122e+04 1.854669998152605004e+01
2.661442456465656914e-01 2.016581365612617083e+04 2.026676571736569167e+04 2.026673687557128142e+04 1.828576885886872105e+01
2.695827658126140891e-01 2.037169128522745450e+04 2.047094668405170887e+04 2.047091746905412219e+04 1.802837177634950194e+01
2.730212872108085942e-01 2.056608915865513700e+04 2.066419446899668401e+04 2.066416488310142086e+04 1.776487053738851429e+01
2.764598097948899880e-01 2.074512122563699086e+04 2.084276776628736843e+04 2.084273781177490309e+04 1.749847443720082651e+01
2.798983335208861667e-01 2.090641004063499349e+04 2.100435947421567107e+04 2.100432915334728386e+04 1.722470060220338439e+01
2.833368583469723090e-01 2.104907011890403737e+04 2.114808149316299750e+04 2.114805080816206464e+04 1.694515263402838201e+01
2.867753842333415348e-01 2.117401834387988492e+04 2.127476710990307765e+04 2.127473606297657170e+04 1.666125154053267465e+01
2.902139111420845574e-01 2.128349829009246241e+04 2.138652497183238665e+04 2.138649356515962063e+04 1.637172521883439202e+01
2.936524390370780502e-01 2.138111345407014596e+04 2.148677650404055385e+04 2.148674473977908201e+04 1.608506427088397928e+01
2.970909678838805079e-01 2.147134522878742428e+04 2.157980084634245941e+04 2.157976872662181631e+04 1.579904197340745675e+01
3.005294976496357129e-01 2.155917110404719278e+04 2.167036641474696080e+04 2.167033394167220104e+04 1.552197748982526271e+01
3.039680283029824182e-01 2.164933897770502517e+04 2.176303270509446520e+04 2.176299988074380963e+04 1.525381238681650764e+01
3.074065598139703592e-01 2.174588861903746511e+04 2.186168532552096440e+04 2.186165215195326164e+04 1.499539110366170291e+01
3.108450921539817058e-01 2.185167736853152746e+04 2.196907624764424327e+04 2.196904272689048230e+04 1.475344626774161938e+01
3.142836252956578424e-01 2.196848934383844244e+04 2.208693028456925458e+04 2.208689641863376528e+04 1.452407077541244895e+01
3.177221592128308680e-01 2.209657264998230676e+04 2.221550024624802245e+04 2.221546603712161959e+04 1.430940131919012259e+01
3.211606938804594802e-01 2.223525288488454680e+04 2.235416166836253979e+04 2.235412711800579200e+04 1.410489773442673744e+01
3.245992292745689678e-01 2.238284091290122160e+04 2.250132149276762721e+04 2.250128660312288412e+04 1.391116464135785336e+01
3.280377653721951448e-01 2.253695233011444361e+04 2.265472164095909466e+04 2.265468641394823862e+04 1.372689346173839020e+01
3.314763021513315033e-01 2.269475928971738176e+04 2.281167741858102818e+04 2.281164185608744810e+04 1.354913330958764206e+01
3.349148395908799758e-01 2.285307330587444085e+04 2.296914675314729902e+04 2.296911085705181540e+04 1.337739704440450694e+01
